,gene name,logFC,pvalue,padj,G1,G2,G3,B1,B2,B3,classification
LEKR1,LEKR1,-1.4,0.00492058582620737,0.0208785599317826,37.5388172517232,29.7184662814489,36.5517202249881,17.7579664255534,15.1568508121897,6.39859835897267,Down
LIF,LIF,-0.87,2.95571952016938e-05,0.000230807053672405,145.5773645,167.16637283315,165.888576405715,85.6560733467872,84.4453116679138,91.7132431452749,Down
LIN7B,LIN7B,-0.98,0.00812380821398923,0.0319515887654099,64.090663600503,53.8647201351262,50.6100741576758,29.2484152891468,37.8921270304742,18.1293620170892,Down
LINC00174,LINC00174,-0.65,3.10600092877372e-05,0.000240783124281969,268.265206213534,310.186491812623,273.669289889654,179.668836776188,182.964841947147,181.293620170892,Down
LINC00200,LINC00200,-1.61,0.000545683234305838,0.00313291547144435,30.2141699830943,50.1499118499451,45.9239561801132,18.8025526858801,11.9089542095776,10.6643305982878,Down
LINC00205,LINC00205,-0.57,2.96980053357484e-15,9.95834291336757e-14,2353.04293504704,2595.7222892703,2552.99707417609,1751.77115856783,1636.93988771648,1649.77194355512,Down
LINC00226,LINC00226,-1.08,0.0001164217167447,0.000794691292691606,191.35640989293,143.948821050768,107.780713483939,44.9172091940469,77.9495184626897,87.4475109059598,Down
LINC00235,LINC00235,-1.26,9.43806944618349e-05,0.000659867422822292,74.1620535948678,66.8665491332601,77.7895584275387,33.4267603304535,25.9831728208966,31.9929917948634,Down
LINC00240,LINC00240,-1.61,0.00428581397533641,0.018618069448828,33.8764936174087,16.716637283315,33.7400494384505,10.4458626032667,8.66105760696552,8.53146447863023,Down
LINC00339,LINC00339,-0.99,0.000116306645825713,0.000794117135672395,121.772260840956,126.303481696158,128.399632585214,47.0063817147003,83.3626794670431,59.7202513504116,Down
LINC00370,LINC00370,-1.05,4.89327137000607e-08,6.48358456525804e-07,227.064065327496,204.314455684961,212.749756181341,115.949074896261,86.6105760696552,108.776172102535,Down
LINC00412,LINC00412,-4.57,0.0130197710631939,0.0470995864212452,1.83116181715723,4.64351035647639,7.49778876410011,0,0,0,Down
LINC00426,LINC00426,-3.15,0.00413987183734658,0.0180943929752282,21.0583608973081,7.42961657036223,9.37223595512514,0,3.24789660261207,1.06643305982878,Down
LINC00452,LINC00452,-2.77,2.26625453836355e-30,2.2445544949074e-28,238.966617139018,197.813541185894,222.121992136466,33.4267603304535,33.5615982269914,29.8601256752058,Down
LINC00467,LINC00467,-2.01,2.94426779676152e-22,1.71650812551197e-20,238.966617139018,218.244986754391,248.364252810816,51.184726756007,62.79266765,60.7866844102404,Down
LINC00471,LINC00471,-1.3,0.00693535929641064,0.0279946241812,31.1297508916729,43.6489973508781,29.9911550564005,10.4458626032667,19.4873796156724,12.7971967179453,Down
LINC00476,LINC00476,-0.7,0.0016270526846382,0.00814542456407865,126.350165383849,133.73309826652,156.51634045059,74.1656244831938,86.6105760696552,94.9125423247613,Down
LINC00520,LINC00520,-1.89,0.000373878113040279,0.00224865841104495,29.2985890745157,50.1499118499451,27.1794842698629,9.40127634294006,6.49579320522414,12.7971967179453,Down
LINC00536,LINC00536,-4.91,0.00386723207713765,0.0170802750073579,5.49348545147169,4.64351035647639,7.49778876410011,0,0,0,Down
LINC00565,LINC00565,-1.72,1.94552340683419e-29,1.76348291279543e-27,498.991595175345,585.082304916026,523.907989891496,197.426803201741,153.733772523638,136.503431658084,Down
LINC00629,LINC00629,-1.11,0.000551267450368365,0.00315861349940793,87.895767223547,91.9415050582326,70.2917696634386,26.1146565081668,37.8921270304742,52.2552199316101,Down
LINC00635,LINC00635,-4.83,0.00571166370237429,0.0237272222337337,2.74674272573584,9.28702071295279,4.68611797756257,0,0,0,Down
LINC00638,LINC00638,-0.8,0.00155803597726666,0.00784892751155622,119.941099023799,120.731269268386,108.717937079452,60.586003098947,55.2142422444052,85.3146447863023,Down
LINC00653,LINC00653,-1.13,8.8810761659599e-05,0.000623815349970437,100.713899943648,109.586844412843,94.6595831467639,44.9172091940469,61.7100354496293,33.0594248546921,Down
LINC00665,LINC00665,-0.52,1.68749334884042e-06,1.7177610866847e-05,897.269290407042,781.967144030625,853.810695511901,591.235823344897,526.159249623155,651.590599555384,Down
LINC00702,LINC00702,-1.17,0.00172252394628388,0.00854665072922129,62.2595017833458,46.4351035647639,57.1706393262634,25.0700702478401,30.3137016243793,18.1293620170892,Down
LINC00837,LINC00837,-2.29,0.000595918712313069,0.00338108827948144,25.6362654402012,26.0036579962678,21.5561426967878,2.08917252065335,8.66105760696552,4.26573223931511,Down
LINC00847,LINC00847,-1.12,2.36969881909388e-05,0.000189251289250922,136.421555378214,92.8702071295279,123.713514607652,61.6305893592737,48.7184490391811,52.2552199316101,Down
LINC00857,LINC00857,-1.08,1.44299014195177e-09,2.42113761406907e-08,262.771720762062,283.25413174506,231.494228091591,110.726143594627,135.329025108836,122.63980188031,Down
LINC00858,LINC00858,-1.6,1.07867754407323e-06,1.13402608035108e-05,112.61645175517,66.8665491332601,88.0990179781763,26.1146565081668,28.1484372226379,34.1258579145209,Down
LINC00863,LINC00863,-0.86,3.93747637998268e-07,4.48074926152324e-06,242.628940773333,242.391240608068,254.924817979404,131.617868801161,146.155347117543,131.17126635894,Down
LINC00865,LINC00865,-1.62,0.0124463992189129,0.0453322494339848,45.7790454289307,10.2157227842481,32.802825842938,4.17834504130669,17.322115213931,7.46503141880145,Down
LINC00870,LINC00870,-3.87,2.16057566226447e-06,2.16243023364839e-05,33.8764936174087,40.8628911369923,18.7444719102503,0,5.41316100435345,1.06643305982878,Down
LINC00882,LINC00882,-1.22,0.00322067739238647,0.0146095166170641,40.285559977459,46.4351035647639,57.1706393262634,17.7579664255534,29.2310694235086,14.9300628376029,Down
LINC00886,LINC00886,-0.89,2.28981040215087e-05,0.000183499582742812,159.311078092679,152.307139692426,183.695824720453,82.5223145658072,99.6021624801035,85.3146447863023,Down
LINC00899,LINC00899,-1.71,5.89736232073321e-23,3.63651774642905e-21,340.596097991245,348.26327673573,326.153811238355,86.7006596071138,122.337438698388,101.311140683734,Down
LINC00910,LINC00910,-1.04,5.85511990529079e-05,0.000428885025158536,126.350165383849,152.307139692426,141.52076292239,43.8726229337203,74.7016218600776,86.381077846131,Down
LINC00920,LINC00920,-1.81,1.72773204266804e-07,2.08689530152541e-06,106.207385395119,60.3656346341931,106.843489888427,21.9363114668601,32.4789660261207,23.4615273162331,Down
LINC00973,LINC00973,-2.15,1.62877318832571e-08,2.33024483139604e-07,96.1359954007545,65.9378470619648,69.3545460679261,13.5796213842467,14.074218611319,24.5279603760619,Down
LINC01003,LINC01003,-1.05,0.000268795080542937,0.0016796909637241,79.6555390463395,95.6563133434137,104.031819101889,39.6942778924136,55.2142422444052,40.5244562734936,Down
LINC01006,LINC01006,-1.32,0.000134847182723978,0.00090790024441876,73.2464726862892,58.5082304916026,62.7939808993385,21.9363114668601,27.0658050217673,28.793692615377,Down
LINC01011,LINC01011,-0.64,0.00487420702384102,0.0207180047349743,183.116181715723,123.517375482272,139.646315731365,101.324867251687,81.1974150653018,103.444006803391,Down
LINC01023,LINC01023,-4.16,0.00919621109027408,0.0354356340610214,6.4090663600503,5.57221242777167,8.43501235961263,1.04458626032667,0,0,Down
LINC01058,LINC01058,-1.7,0.00607315171909143,0.0250142080761293,21.9739418058867,25.0749559249725,18.7444719102503,7.31210382228671,7.57842540609483,5.33216529914389,Down
LINC01111,LINC01111,-3.35,3.87170049058499e-07,4.41016256591857e-06,36.6232363431446,27.8610621388584,44.0495089890882,1.04458626032667,5.41316100435345,4.26573223931511,Down
LINC01138,LINC01138,-0.83,0.00379528398028578,0.0168146156584267,89.7269290407042,77.0822719175081,95.5968067422765,36.5605191114335,54.1316100435345,56.5209521709252,Down
LINC01144,LINC01144,-1.75,0.00138339568227069,0.00709595401751804,28.3830081659371,30.6471683527442,27.1794842698629,8.35669008261338,10.8263220087069,6.39859835897267,Down
LINC01152,LINC01152,-1.31,5.56211780112801e-05,0.000408706519147911,70.4997299605533,83.5831864165751,90.9106887647139,31.3375878098002,23.8179084191552,43.7237554529799,Down
LINC01186,LINC01186,-4.56,0.00333684873747457,0.0150566128080383,2.74674272573584,13.9305310694292,10.3094595506377,0,0,1.06643305982878,Down
LINC01198,LINC01198,-3.66,0.00854591153853289,0.0333211312944894,7.32464726862892,10.2157227842481,9.37223595512514,0,0,2.13286611965756,Down
LINC01224,LINC01224,-1.47,7.55080704986087e-12,1.77212536544402e-10,173.960372629937,188.526520472942,217.435874158903,77.2993832641738,70.3710930565949,61.8531174700691,Down
LINC01232,LINC01232,-1.72,0.00238246624578646,0.0112925026121423,31.1297508916729,15.7879352120197,51.5472977531883,9.40127634294006,11.9089542095776,8.53146447863023,Down
LINC01270,LINC01270,-1.2,3.26575590989722e-06,3.13522345062438e-05,166.635725361308,117.9451631,159.328011237127,45.9617954543736,82.2800472661724,65.0524166495555,Down
LINC01271,LINC01271,-1.4,0.00421696898242812,0.0183625340922163,32.9609127088301,31.5758704240395,36.5517202249881,8.35669008261338,12.9915864104483,17.0629289572605,Down
LINC01277,LINC01277,-2.02,8.7847506731368e-07,9.37771220421578e-06,49.4413690632452,60.3656346341931,59.0450865172884,13.5796213842467,11.9089542095776,15.9964958974317,Down
LINC01301,LINC01301,-3.64,0.000224726296373595,0.00143044142793436,10.9869709029434,24.1462538536772,17.8072483147378,1.04458626032667,1.08263220087069,2.13286611965756,Down
LINC01351,LINC01351,-0.75,0.00107803965308837,0.00570889206874957,158.3954972,127.232183767453,188.381942698015,76.2547970038471,98.5195302792328,107.709739042707,Down
LINC01352,LINC01352,-1.59,0.000948833795241419,0.00510475765845908,40.285559977459,31.5758704240395,37.4889438205006,10.4458626032667,16.2394830130604,9.59789753845901,Down
LINC01391,LINC01391,-1.22,3.60801334803475e-12,8.85672329222846e-11,266.434044396377,251.678261321021,289.602091013367,103.414039772341,119.089542095776,124.772667999967,Down
LINC01410,LINC01410,-1.29,3.30752475590205e-30,3.20168396371318e-28,733.38030777147,745.747763250109,704.792143825411,277.859945246895,309.632809449017,306.066288170859,Down
LINC01424,LINC01424,-1.54,0.000274952806256482,0.00171482844300785,38.4543981603018,48.2925077073545,49.6728505621633,15.6687939049001,14.074218611319,17.0629289572605,Down
LINC01503,LINC01503,-1.1,0.00198071483541424,0.00962844361532046,67.7529872348175,52.0073159925356,53.4217449442133,24.0254839875135,29.2310694235086,27.7272595555482,Down
LINC01517,LINC01517,-1.06,0.00143634832875892,0.00732654749042031,56.7660163318741,63.151740848079,69.3545460679261,29.2484152891468,29.2310694235086,31.9929917948634,Down
LINC01521,LINC01521,-0.86,0.000271823687626564,0.00169778944119713,141.915040829685,167.16637283315,162.139682023665,98.1911084707072,102.850059082716,58.6538182905828,Down
LINC01534,LINC01534,-0.81,0.00498702191855716,0.0211031155154781,93.3892526750187,69.6526553471459,93.7223595512514,45.9617954543736,44.3879202356983,56.5209521709252,Down
LINC01535,LINC01535,-1.8,1.76032006147432e-05,0.000144822739630979,64.090663600503,54.7934222064214,40.3006146070381,15.6687939049001,12.9915864104483,17.0629289572605,Down
LINC01547,LINC01547,-1.08,6.03530283205123e-06,5.48415119545796e-05,151.98643082405,119.802567197091,136.834644944827,54.318485536987,67.1231964539828,71.4510150085281,Down
LINC01554,LINC01554,-2.28,0.00624833729836998,0.0256287733255175,10.0713899943648,21.3601476397914,14.9955775282002,2.08917252065335,2.16526440174138,5.33216529914389,Down
LINC01560,LINC01560,-0.92,0.00188861637401409,0.00926147719866364,76.9087963206036,117.9451631,76.8523348320262,41.7834504130669,50.8837134409224,51.1887868717814,Down
LINC01569,LINC01569,-1.39,2.83773548442142e-06,2.76571393033352e-05,87.895767223547,86.3692926304609,107.780713483939,30.2930015494735,42.2226558339569,35.1922909743497,Down
LINC01583,LINC01583,-0.82,0.0015043575653201,0.00763096307407382,108.038547212277,110.515546484138,104.969042697402,76.2547970038471,55.2142422444052,52.2552199316101,Down
LINC01594,LINC01594,-2.53,0.00757885509146623,0.0301038542253722,14.6492945372578,9.28702071295279,13.1211303371752,1.04458626032667,2.16526440174138,3.19929917948634,Down
LINC01597,LINC01597,-1.47,2.47860151639745e-10,4.6140120536014e-09,171.213629904201,189.455222544237,172.449141574303,45.9617954543736,79.0321506635604,67.185282769213,Down
LINC01625,LINC01625,-2.22,0.0015327035179547,0.00774717451085201,43.9478836117735,22.2888497110867,18.7444719102503,0,9.74368980783621,8.53146447863023,Down
LINC01694,LINC01694,-1.04,2.89897650457789e-14,8.81096508239716e-13,478.848815186615,448.56310043562,486.419046070995,253.834461259381,200.286957161078,233.548840102502,Down
LINC01719,LINC01719,-0.71,0.0115030737513406,0.0426226849443,85.1490244978112,76.1535698462129,113.404055057014,50.1401404956803,63.8752998513707,54.3880860512677,Down
LINC01733,LINC01733,-1.1,0.00361399507215395,0.0161368497112085,51.2725308804024,45.5064014934687,58.1078629217759,26.1146565081668,18.4047474148017,27.7272595555482,Down
LINC01943,LINC01943,-1.4,0.00102045182033862,0.00544212683894515,46.6946263375093,37.1480828518112,47.7984033711382,15.6687939049001,14.074218611319,20.2622281367468,Down
LINC01962,LINC01962,-1.72,0.00771826741416145,0.0305821741903104,17.3960372629937,26.0036579962678,26.2422606743504,12.5350351239201,5.41316100435345,3.19929917948634,Down
LINC01990,LINC01990,-3.42,0.000215203599962221,0.00137665903896032,27.4674272573584,13.9305310694292,15.9328011237127,0,3.24789660261207,2.13286611965756,Down
LINC02009,LINC02009,-6.49,2.15719263856342e-06,2.16073040079769e-05,16.4804563544151,17.6453393546103,18.7444719102503,0,0,0,Down
LINC02021,LINC02021,-2.7,3.35831065141719e-06,3.21325568184087e-05,37.5388172517232,41.7915932082875,38.4261674160131,4.17834504130669,11.9089542095776,2.13286611965756,Down
LINC02087,LINC02087,-0.58,0.000302356942363852,0.00186219934826351,262.771720762062,293.469854529308,250.238700001841,171.312146693574,169.973255536698,197.290116068324,Down
LINC02175,LINC02175,-2.12,7.03829859647459e-14,2.04007271860753e-12,126.350165383849,173.667287332217,144.332433708927,24.0254839875135,45.470552436569,33.0594248546921,Down
LINC02210,LINC02210,-0.8,3.51871272665907e-07,4.03856907670061e-06,293.901471653735,317.616108382985,341.149388766555,159.821697829981,199.204324960207,188.758651589694,Down
LINC02263,LINC02263,-1.71,0.000213502719217507,0.00136748358386204,51.2725308804024,65.9378470619648,39.3633910115256,16.7133801652268,24.9005406200259,6.39859835897267,Down
LINC02298,LINC02298,-0.95,0.00648064267559303,0.0264547176820994,72.3308917777105,46.4351035647639,65.605651685876,30.2930015494735,28.1484372226379,37.3251570940072,Down
LINC02318,LINC02318,-3.04,0.00524122360402707,0.0220189760711599,11.902551811522,8.35831864165751,14.9955775282002,0,3.24789660261207,1.06643305982878,Down
LINC02336,LINC02336,-1.55,2.22498813290706e-12,5.57376910013006e-11,233.473131687547,199.670945328485,271.794842698629,60.586003098947,76.866886261819,103.444006803391,Down
LINC02362,LINC02362,-2.8,0.0121914046667162,0.0445363019810032,9.15580908578615,9.28702071295279,11.2466831461502,2.08917252065335,2.16526440174138,0,Down
LINC02382,LINC02382,-2.21,0.00931553685764755,0.0357888500033511,9.15580908578615,14.8592331407245,20.6189191012753,1.04458626032667,5.41316100435345,3.19929917948634,Down
LINC02421,LINC02421,-3.55,0.0116227456642056,0.042972999679764,12.8181327201006,4.64351035647639,7.49778876410011,0,1.08263220087069,1.06643305982878,Down
LINC02427,LINC02427,-2.22,0.000880352902052641,0.00478348075480923,30.2141699830943,23.217551782382,15.9328011237127,5.22293130163336,5.41316100435345,4.26573223931511,Down
LINC02453,LINC02453,-1.93,0.00327168702724029,0.0148147070825716,23.805103623044,23.217551782382,17.8072483147378,7.31210382228671,6.49579320522414,3.19929917948634,Down
LINC02454,LINC02454,-0.58,0.00786944770996206,0.0310899542054438,140.083879012528,129.089587910044,167.76302359674,94.0127634294006,87.6932082705259,110.909038222193,Down
LINC02542,LINC02542,-1.07,0.00602202115110113,0.0248192569647405,53.1036926975596,39.0054869944017,55.2961921352383,25.0700702478401,27.0658050217673,18.1293620170892,Down
LINC02577,LINC02577,-2.06,4.33610756618843e-06,4.07137010570519e-05,48.5257881546666,53.8647201351262,44.0495089890882,8.35669008261338,11.9089542095776,14.9300628376029,Down
LINC02582,LINC02582,-1.16,8.56108359518018e-11,1.72512895823694e-09,400.108857048855,341.762362236663,368.328873036418,199.515975722395,116.924277694035,179.160754051235,Down
LINC02593,LINC02593,-1.4,0.00868822413232407,0.0337887091331681,21.0583608973081,32.5045724953348,30.928378651913,9.40127634294006,8.66105760696552,13.8636297777741,Down
LINC02604,LINC02604,-0.85,0.000957365256270424,0.00514310650342386,135.505974469635,125.374779624863,92.7851359557389,59.5414168386204,77.9495184626897,58.6538182905828,Down
LINC02605,LINC02605,-1.08,0.00906732769579584,0.0350346573358269,45.7790454289307,53.8647201351262,35.6144966294755,14.6242076445734,22.7352762182845,26.6608264957195,Down
LINC02609,LINC02609,-1.08,2.2443138315177e-05,0.000180360709292268,166.635725361308,117.016460983205,109.655160674964,63.719761879927,64.9579320522414,57.587385230754,Down
LINC02702,LINC02702,-6.05,2.77968672236528e-05,0.000218256883385718,13.7337136286792,8.35831864165751,16.8700247192253,0,0,0,Down
LINC02709,LINC02709,-0.52,0.00478593782907089,0.0203833433822557,179.453858081408,197.813541185894,172.449141574303,131.617868801161,124.502703100129,126.905534119625,Down
LINC02739,LINC02739,-1.94,3.01893023165566e-06,2.92464219512288e-05,50.3569499718238,73.367463632327,56.2334157307509,13.5796213842467,22.7352762182845,10.6643305982878,Down
LINC02767,LINC02767,-1.65,0.00412136639683354,0.0180196507263634,39.3699790688804,28.7897642101536,34.677273033963,21.9363114668601,7.57842540609483,3.19929917948634,Down
LINC02806,LINC02806,-2.66,0.000832999336164083,0.00454833950005983,27.4674272573584,14.8592331407245,17.8072483147378,6.26751756196004,2.16526440174138,1.06643305982878,Down
LINC02809,LINC02809,-2.85,0.0102681275878825,0.0387987143353774,5.49348545147169,13.9305310694292,11.2466831461502,1.04458626032667,2.16526440174138,1.06643305982878,Down
LINC02897,LINC02897,-2.31,0.0121496661867405,0.0444154534733173,14.6492945372578,13.0018289981339,9.37223595512514,2.08917252065335,1.08263220087069,4.26573223931511,Down
LINC02904,LINC02904,-1.12,0.000314548783413368,0.00192895180304081,69.5841490519747,72.4387615610317,82.4756764051013,31.3375878098002,34.6442304278621,37.3251570940072,Down
LINC02913,LINC02913,-1.82,0.0139707556973937,0.0499342099971497,18.3116181715723,14.8592331407245,15.9328011237127,2.08917252065335,6.49579320522414,5.33216529914389,Down
LIPE,LIPE,-0.77,0.0062838180540018,0.0257454880564214,106.207385395119,103.085929913776,76.8523348320262,54.318485536987,44.3879202356983,69.3181488888706,Down
LLGL2,LLGL2,-1.34,6.67850128134191e-10,1.16780446400124e-08,169.382468087044,175.524691474808,172.449141574303,68.9426931815604,76.866886261819,58.6538182905828,Down
LNP1,LNP1,-0.99,6.19395338420995e-06,5.61637653629388e-05,179.453858081408,156.021947977607,151.830222473027,96.1019359500539,69.2884608557242,79.9824794871584,Down
LOH12CR2,LOH12CR2,-1.23,9.73820988211228e-06,8.47944874052764e-05,133.674812652478,93.7989092008232,101.220148315352,39.6942778924136,53.0489778426638,47.989487692295,Down
LOXL1-AS1,LOXL1-AS1,-0.59,1.98879321431868e-06,2.00143285734416e-05,486.173462455244,448.56310043562,471.423468542795,294.573325412122,308.550177248147,331.66068160675,Down
LOXL4,LOXL4,-1.77,6.44446411331568e-111,6.61253573739095e-108,6477.7349281937,6614.21615176498,6264.40251240565,1762.2170211711,2165.26440174138,1761.74741483714,Down
LRFN5-DT,LRFN5-DT,-0.66,2.55272028437833e-05,0.000201856907320816,295.732633470892,273.038408960812,325.216587642843,193.248458160434,173.22115213931,200.48941524781,Down
LRRC2-AS1,LRRC2-AS1,-3.26,0.000547090796589219,0.00314029382727828,15.5648754458364,13.0018289981339,22.4933662923003,0,3.24789660261207,2.13286611965756,Down
LRRC37A3,LRRC37A3,-0.66,0.000633012565293021,0.00356175440335525,232.557550778968,185.740414259056,174.323588765328,119.082833677241,124.502703100129,132.237699418768,Down
LRRC46,LRRC46,-0.96,0.00946372140348731,0.036271235834791,48.5257881546666,73.367463632327,50.6100741576758,19.8471389462068,34.6442304278621,34.1258579145209,Down
LRRC51,LRRC51,-0.74,0.000664357881795184,0.00371936018852249,138.252717195371,143.020118979473,169.637470787765,99.2356947310339,94.18900148,75.7167472478433,Down
LRRC71,LRRC71,-1.36,0.000199454108627391,0.00128520391723432,49.4413690632452,63.151740848079,67.480098876901,19.8471389462068,25.9831728208966,24.5279603760619,Down
LRRC8D-DT,LRRC8D-DT,-3.83,0.000658687122822067,0.00369002884355354,11.902551811522,15.7879352120197,17.8072483147378,0,3.24789660261207,0,Down
LRRIQ3,LRRIQ3,-1.74,1.50669803917187e-08,2.17255863411113e-07,130.012489018163,86.3692926304609,97.4712539333015,25.0700702478401,35.7268626287328,33.0594248546921,Down
LSMEM2,LSMEM2,-2.39,0.000808856426044119,0.00443729363577496,31.1297508916729,26.0036579962678,14.9955775282002,8.35669008261338,1.08263220087069,4.26573223931511,Down
LTA,LTA,-5.24,0.00153790292416354,0.007767333296051,13.7337136286792,5.57221242777167,2.81167078653754,0,0,0,Down
LTB,LTB,-3.54,2.95098262060002e-06,2.86628573205724e-05,34.7920745259874,30.6471683527442,21.5561426967878,2.08917252065335,4.33052880348276,1.06643305982878,Down
LUNAR1,LUNAR1,-2.56,0.00262787776515947,0.0122631108662672,13.7337136286792,16.716637283315,19.6816955057628,4.17834504130669,0,4.26573223931511,Down
LXN,LXN,-0.97,3.21499600384737e-06,3.0922788710421e-05,289.323567110842,282.325429673765,303.660444946055,101.324867251687,138.576921711448,207.954446666612,Down
LY6E-DT,LY6E-DT,-2.57,0.000554936682475315,0.00317679887945922,21.9739418058867,23.217551782382,17.8072483147378,6.26751756196004,2.16526440174138,2.13286611965756,Down
LYPLAL1,LYPLAL1,-0.74,1.12201904465119e-06,1.17621710393921e-05,350.667487985609,311.115193883918,412.378382025506,209.961838325661,225.187497781104,205.821580546954,Down
LYRM1,LYRM1,-0.89,5.11579130245339e-13,1.36414010904921e-11,637.244312370716,528.431478567014,569.831946071609,318.598809399635,310.715441649888,310.332020410174,Down
LYRM9,LYRM9,-0.96,0.00274183834179658,0.0127116640418879,100.713899943648,88.2266967730515,76.8523348320262,37.6051053717602,68.2058286548535,30.9265587350346,Down
LYZ,LYZ,-2.69,0.00838479617060005,0.0328076252849653,17.3960372629937,12.0731269268386,12.1839067416627,0,6.49579320522414,0,Down
MADCAM1,MADCAM1,-1.68,0.00994422094917877,0.0377638548037121,26.5518463487798,26.0036579962678,15.9328011237127,2.08917252065335,8.66105760696552,10.6643305982878,Down
MAEL,MAEL,-0.86,1.28373274694427e-25,9.25008775972317e-24,2288.95227144654,2040.35845063573,2370.23847305115,1302.59906662736,1203.88700736821,1173.07636581166,Down
MAGEA6-DT,MAGEA6-DT,-0.52,0.000446109340726693,0.00262648538175835,315.875413459622,302.756875242261,313.03268090118,214.140183366968,197.039060558466,238.881005401646,Down
MAGEA8,MAGEA8,-1.02,0.000115108438629653,0.000786773692440142,116.278775389484,107.729440270252,102.157371910864,47.0063817147003,67.1231964539828,46.9230546324662,Down
MAILR,MAILR,-1.15,0.00047260849934278,0.00276158387816423,87.895767223547,67.7952512045554,60.9195337083134,35.5159328511069,34.6442304278621,27.7272595555482,Down
MAL2,MAL2,-1.67,0.00314863727957861,0.0143369410743363,28.3830081659371,23.217551782382,26.2422606743504,7.31210382228671,8.66105760696552,8.53146447863023,Down
MALINC1,MALINC1,-1.02,7.52786069228945e-06,6.67720202208191e-05,178.53827717283,151.37843762113,154.641893259565,59.5414168386204,85.5279438687845,93.8461092649325,Down
MAN1B1-DT,MAN1B1-DT,-1.79,9.12288298449652e-11,1.83257787250043e-09,144.661783555421,117.9451631,108.717937079452,38.6496916320869,35.7268626287328,33.0594248546921,Down
MAOA,MAOA,-0.83,0.00083925291124964,0.00457956087627648,146.492945372578,172.738585260922,119.964620225602,58.4968305782937,83.3626794670431,104.51043986322,Down
MAP2,MAP2,-0.93,0.00120030185968018,0.00624293254349471,137.337136286792,93.7989092008232,101.220148315352,39.6942778924136,59.544771047888,75.7167472478433,Down
MAP3K14-AS1,MAP3K14-AS1,-1.23,0.00167343681453816,0.00834019840033666,71.4153108691319,72.4387615610317,60.9195337083134,11.4904488635934,35.7268626287328,40.5244562734936,Down
MAP3K2-DT,MAP3K2-DT,-0.81,0.0127626847505108,0.0463329166742293,74.1620535948678,65.9378470619648,52.4845213487008,32.3821740701269,40.0573914322155,37.3251570940072,Down
MAP4K1,MAP4K1,-2.2,0.00287862017902763,0.0132762252485467,26.5518463487798,10.2157227842481,31.8656022474255,5.22293130163336,8.66105760696552,1.06643305982878,Down
MAP4K3-DT,MAP4K3-DT,-0.72,0.00195533067330225,0.00953033297198351,110.785289938012,153.235841763721,147.144104495465,72.0764519625404,83.3626794670431,93.8461092649325,Down
MARVELD2,MARVELD2,-2.33,0.0047653912588464,0.0203126980013174,21.0583608973081,13.9305310694292,13.1211303371752,1.04458626032667,3.24789660261207,5.33216529914389,Down
MAST4-AS1,MAST4-AS1,-1.47,0.00203505281830966,0.00986081883174904,43.9478836117735,28.7897642101536,42.1750617980631,12.5350351239201,19.4873796156724,9.59789753845901,Down
MCM3AP-AS1,MCM3AP-AS1,-0.64,5.13220293590749e-07,5.71155183131882e-06,495.32927154103,500.570416428155,555.773592138921,298.751670453428,373.508109300388,322.062784068291,Down
MCMDC2,MCMDC2,-1.68,2.99026845526764e-09,4.78517569647695e-08,115.363194480905,102.157227842481,114.341278652527,28.2038290288202,40.0573914322155,35.1922909743497,Down
MCPH1-DT,MCPH1-DT,-0.66,0.0015918047719891,0.00799705758148537,182.200600807144,164.380266619264,179.00970674289,97.1465222103806,139.659553912319,97.0454084444188,Down
MCRIP2,MCRIP2,-0.66,4.24164026843023e-05,0.000318800340362649,383.62840069444,445.776994221734,309.28378651913,248.611529957748,261.996992610707,211.153745846098,Down
MDC1,MDC1,-0.56,1.87847458329055e-10,3.56673797265502e-09,1626.07169363562,1602.93977505565,1434.88932472966,1104.12767716529,1091.29325847766,966.188352204873,Down
MDH1B,MDH1B,-1.06,0.00335082095696579,0.0151090278059565,53.1036926975596,67.7952512045554,65.605651685876,18.8025526858801,31.39633383,39.4580232136648,Down
MELTF,MELTF,-1.52,2.38157147831682e-05,0.000189826568603647,64.090663600503,78.9396760600987,64.6684280903635,16.7133801652268,32.4789660261207,23.4615273162331,Down
METRN,METRN,-0.66,2.90110697404172e-06,2.82211589298894e-05,411.095827951798,467.137141861525,465.80012696972,249.656116218075,332.368085667302,269.807564136681,Down
METRNL,METRNL,-0.7,2.76229578085135e-10,5.09406264345067e-09,618.932694199143,633.37481262338,615.755902251722,359.337673552375,405.987075326509,382.849468478531,Down
METTL14-DT,METTL14-DT,-1.19,0.000398245774261729,0.00237908723832368,65.9218254176602,69.6526553471459,66.5428752813885,21.9363114668601,31.39633383,35.1922909743497,Down
METTL25B,METTL25B,-0.62,9.75989464380565e-07,1.03326792159679e-05,418.420475220427,441.133483865257,436.746195508832,271.592427684935,271.740682418543,297.534823692229,Down
METTL27,METTL27,-2.3,0.00114350510008871,0.00599493006897112,18.3116181715723,24.1462538536772,20.6189191012753,2.08917252065335,4.33052880348276,6.39859835897267,Down
MFAP5,MFAP5,-0.67,1.30259842317341e-13,3.66786550507622e-12,1431.05296010837,1205.45528854127,1358.97421349315,837.758180781992,844.453116679138,826.485621367303,Down
MFSD6,MFSD6,-0.9,1.99051210704551e-10,3.76831118597279e-09,410.180247043219,377.981743017178,471.423468542795,232.942736052848,224.104865580233,216.485911145242,Down
