Gene	Pi-score
CCL22	-0.010791666
CCL23	-0.390699659
CCL23	-0.048897324
CCL24	0.004523496
CCL25	-0.092207213
CCL25	0.017019075
CCL26	0.011509546
CCL27	0.111902128
CCL28	-0.001280872
CCL3	-0.314689292
CCL3L1	-1.287794516
CCL3L1	-0.533521449
CCL3L1	0.000272915
CCL3L3	-0.500673764
CCL4	-0.006166708
CCL4L1	-0.773744157
CCL4L1	-0.0016755
CCL5	-0.369182284
CCL5	-0.09736723
CCL7	0.000118557
CCL8	0.025565832
CCM2	-0.071540435
CCM2	-0.001163964
CCM2	0.000141764
CCM2L	-0.747229319
CCNA1	-5.45E-05
CCNA2	-0.161971695
CCNB1	-0.081831009
CCNB1IP1	0.021547017
CCNB1IP1	0.001554181
CCNB2	-1.219427499
CCNB3	-0.142670709
CCNB3	-0.012384976
CCNB3	0.007528921
CCNC	-0.379448226
CCNC	-0.221562507
CCNC	0.007445103
CCND1	0.074541346
CCND2	-0.205583576
CCND2	-0.018039361
CCND3	0.003166424
CCNDBP1	-0.000715287
CCNE1	-0.010854667
CCNE1	0.018951133
CCNE2	-0.0027933
CCNF	-0.051733613
CCNG1	0.258292121
CCNG1	-0.082868478
CCNG2	0.846850634
CCNG2	0.495518403
CCNG2	0.302317139
CCNH	-0.134713619
CCNH	-0.116710146
CCNI	-0.000195423
CCNI2	-1.329165169
CCNI2	0.14300572
CCNJ	4.40E-05
CCNJL	0.234507296
CCNJL	-0.169970004
CCNL1	0.009485935
CCNL1	0.00040229
CCNL2	-0.109267591
CCNL2	-0.001682094
CCNO	-0.215243927
CCNT1	0.424893377
CCNT1	0.146947778
CCNT1	0.004076761
CCNT2	0.363045737
CCNT2	0.103565281
CCNT2	-0.001948568
CCNY	-0.288875057
CCNY	0.297342617
CCNY	-0.000300281
CCNYL1	-0.005854395
CCNYL1	-0.000855129
CCP110	0.021433981
CCPG1	0.667962765
CCPG1	0.299383745
CCR1	-0.083480921
CCR10	-0.229851028
CCR2	-0.845502024
CCR2	-0.248035334
CCR2	-0.065648427
CCR2	0.057696047
CCR2	0.043975665
CCR2	-0.025764799
CCR2	-0.012770029
CCR2	0.003211385
CCR2	0.005246512
CCR2	0.00240259
CCR3	0.02434288
CCR3	0.008279317
CCR4	0.003356804
CCR5	0.122595778
CCR5	0.035248415
CCR5	0.035168052
CCR6	0.364620098
CCR6	-0.007207013
CCR6	-0.000977917
CCR7	-0.076442404
CCR8	0.008896724
CCR9	-0.038856346
CCR9	-0.014516285
CCRL2	-0.056104893
CCRL2	-0.042587251
CCRL2	0.005820615
CCS	-0.412725214
CCS	0.024084495
CCSAP	1.168645491
CCSER1	0.092478442
CCSER2	0.189064542
CCSER2	0.100748025
CCT2	-0.125453897
CCT3	-0.685049375
CCT3	-0.332995728
CCT4	0.000770123
CCT5	0.00503749
CCT6A	-0.656498106
CCT6A	-0.221696441
CCT6B	0.013650896
CCT6P1	-0.321011457
CCT6P1	-0.472021512
CCT6P1	0.00717795
CCT7	-0.473439543
CCT7	-0.240371155
CCT7	-0.061650312
CCT8	-0.018442588
CCT8L2	-0.008064733
CCZ1	-0.044917558
CCZ1	0.009039379
CCZ1	7.88E-05
CCZ1B	0.416282895
CCZ1B	-0.106292867
CD101	-0.000662819
CD109	-0.028150912
CD14	-0.305833839
CD14	-0.185143495
CD151	-0.12654372
CD151	-0.000559171
CD151	-3.78E-06
CD160	-0.03413932
CD163	-0.206316139
CD163	-0.236551782
CD163	-0.076017007
CD163L1	-1.060909013
CD163L1	-0.471031794
CD164	-0.006075645
CD164L2	0.006533485
CD177	-0.028537208
CD177	0.00109918
CD180	-0.126453797
CD19	0.002677385
CD1A	-0.065239534
CD1B	0.003177448
CD1C	-0.152079883
CD1C	0.013985032
CD1D	-0.242880319
CD1D	0.017002222
CD1E	-1.82286209
CD1E	3.36E-07
CD2	-0.230259028
CD200	2.543666529
CD200	0.028288513
CD200R1	-0.102686981
CD200R1	0.002180976
CD200R1L	-0.186960533
CD200R1L	1.73E-05
CD207	0.000719373
CD209	-0.00553038
CD22	0.014830059
CD226	0.008833769
CD24	0.208488717
CD24	0.084377622
CD244	0.069565021
CD247	-0.079416219
CD247	-0.042513784
CD248	-0.127981172
CD27	-0.142866322
CD274	0.003974183
CD276	0.045887478
CD276	-0.072542465
CD276	0.008415596
CD276	-0.000293758
CD27-AS1	0.033645052
CD28	-0.123446363
CD28	0.044712957
CD2AP	0.085524111
CD2BP2	0.012439622
CD300A	-0.163708566
CD300C	-0.087809885
CD300E	0.050163853
CD300LB	-0.002394803
CD300LD	0.056750976
CD300LF	-0.02834291
CD300LG	0.146672078
CD300LG	0.001733063
CD302	-0.126949987
CD302	-0.004401387
CD320	-0.821669102
CD33	0.2179599
CD34	-0.511133421
CD34	-0.424749325
CD34	-0.023586779
CD34	0.004657525
CD34	-1.82E-05
CD36	0.768690483
CD36	0.171886196
CD36	0.003152555
CD37	-0.476876856
CD37	0.063491367
CD38	-0.02454636
CD3D	-0.315747265
CD3D	-0.302756619
CD3D	0.006536824
CD3E	-0.006873313
CD3EAP	-0.181705446
CD3G	0.049679713
CD4	0.012468212
CD40	0.034423079
CD40	-0.011736069
CD40LG	-0.032153932
CD44	0.431904772
CD44	0.236364678
CD44	0.012625147
CD47	0.633231368
CD47	0.029810964
CD48	-0.465697775
CD5	0.025456228
CD52	-0.307723642
CD53	-0.059059699
CD53	-0.009281713
CD55	0.081597866
CD58	-0.039617696
CD58	-0.001408127
CD59	0.517593131
CD59	0.225348349
CD5L	-0.006112798
CD6	-0.000550684
CD68	-0.230140151
CD68	-0.195555632
CD68	0.087523149
CD69	-0.073823179
CD69	-0.081861123
CD7	-0.008364195
CD70	-0.019538589
CD72	-0.001810073
CD74	-0.78105048
CD74	-0.495472193
CD74	-0.477191082
CD79A	-0.454865504
CD79A	-0.010700645
CD79A	0.000705678
CD79B	-0.071851732
CD79B	-0.042842197
CD79B	-0.005004578
CD80	-0.005596487
CD81	0.088718522
CD82	0.008203497
CD82	-3.87E-05
CD83	-0.024429045
CD83	0.005246163
CD84	-0.038845422
CD84	-0.003660324
CD86	-0.251988209
CD86	0.002308875
CD86	-3.37E-05
CD8A	-0.339984455
CD8A	-0.705139673
CD8A	-0.302481316
CD8B	0.307591838
CD8B	0.002377196
CD8B	-0.001315861
CD9	0.143990894
CD9	-0.124873309
CD93	-0.379970382
CD96	-0.127678357
CD96	-0.000746562
CD99	-0.206054676
CD99L2	-0.047330385
CD99L2	0.000264049
CDA	0.158407713
CDADC1	0.068962093
CDAN1	0.872520432
CDAN1	0.063507248
CDC123	-0.323918167
CDC14A	0.289587719
CDC14A	-0.043858178
CDC14A	0.057093724
CDC14A	0.122511604
CDC14A	-0.000846087
CDC14A	-1.18E-05
CDC14B	0.334760184
CDC14B	0.166301563
CDC14C	7.67E-05
CDC16	0.144453031
CDC16	0.103519186
CDC16	0.105478459
CDC20	-0.350564788
CDC20B	7.04E-05
CDC23	0.107992578
CDC25A	-0.017491297
CDC25A	0.01868337
CDC25B	-0.074099985
CDC25C	-0.096784629
CDC25C	-0.01883222
CDC26	0.033832806
CDC27	-0.007966811
CDC34	-0.015239667
CDC37	0.002199725
CDC37L1	-0.000363354
CDC40	-0.001375675
CDC42	-0.281989369
CDC42	-0.008281417
CDC42	0.000135556
CDC42	-0.000228362
CDC42BPA	0.337859167
CDC42BPA	-0.010402252
CDC42BPB	0.179662843
CDC42BPG	-0.041713207
CDC42EP1	-0.092961833
CDC42EP1	-0.003067872
CDC42EP2	0.321806775
CDC42EP3	-0.079204075
CDC42EP4	0.133473926
CDC42EP5	-0.773261153
CDC42SE1	-0.11807406
CDC42SE1	0.002595003
CDC42SE2	-0.079460913
CDC42SE2	-0.005326164
CDC45	-0.463016618
CDC5L	0.030354651
CDC6	0.007458402
CDC7	-0.809279874
CDC73	0.000713548
CDCA2	-0.283825016
CDCA3	-0.16457336
CDCA4	-0.177135542
CDCA4	-0.004964683
CDCA4	-0.002857586
CDCA5	-0.939061635
CDCA7	-0.484950016
CDCA7	-0.005344242
CDCA7L	-0.002397181
CDCA8	-0.008079369
CDCP1	-0.003875766
CDCP1	0.007765794
CDCP1	-0.00117255
CDCP1	-0.000536385
CDCP2	0.071167335
CDH1	0.001077477
CDH10	0.026707004
CDH11	-0.014833374
CDH12	-0.052194516
CDH13	-0.031148466
CDH15	6.78E-05
CDH16	0.005214897
CDH17	0.003072583
CDH18	-0.011444004
CDH19	0.052844429
CDH19	0.071813929
CDH2	-0.044166616
CDH20	-0.013101177
CDH22	-9.32E-05
CDH23	-0.018000768
CDH23	0.013377695
CDH23	-0.002477409
CDH24	0.184841507
CDH24	-0.009600466
CDH24	-0.000184015
CDH26	0.030346666
CDH26	0.029832403
CDH26	0.006194613
CDH3	-0.233906076
CDH4	0.005652446
CDH5	-0.825155956
CDH6	0.015222432
CDH6	0.038977716
CDH7	0.006065267
CDH7	0.003178589
CDH7	0.000196378
CDH8	-0.027685643
CDH9	-0.000145829
CDHR1	0.118024107
CDHR2	-0.012014879
CDHR3	0.102304823
CDHR4	0.071284175
CDHR4	-0.000723227
CDHR5	0.059302387
CDHR5	-0.013739224
CDIP1	-0.035486676
CDIPT	0.560360414
CDK1	-0.898217548
CDK1	-0.853836432
CDK10	-0.009187979
CDK10	-0.011800763
CDK10	0.001263224
CDK11A	0.012004305
CDK11B	-0.006723398
CDK12	0.011769339
CDK13	0.618274251
CDK13	0.016458504
CDK14	-0.000815175
CDK15	-0.009743753
CDK15	8.72E-05
CDK16	0.019106666
CDK16	8.97E-07
CDK17	0.002504771
CDK18	-0.05291992
CDK18	0.018791712
CDK18	0.006658931
CDK18	0.000565229
CDK19	0.769149495
CDK2	-0.170001148
CDK2	-0.04206604
CDK20	0.013178078
CDK20	0.00722151
CDK2AP1	-0.005972564
CDK2AP2	-0.114524293
CDK3	0.003688137
CDK4	-0.404788658
CDK5	-0.09773579
CDK5R1	0.025482015
CDK5R1	0.003549359
CDK5R2	-0.03726602
CDK5RAP1	-0.386467204
CDK5RAP1	-0.040734945
CDK5RAP2	0.198271788
CDK5RAP2	0.097136589
CDK5RAP2	3.22E-05
CDK5RAP3	0.221003967
CDK5RAP3	-0.003727108
CDK6	-0.102914619
CDK7	-0.016957821
CDK8	-0.024518009
CDK9	0.058107331
CDKAL1	0.071536273
CDKL1	-0.139265737
CDKL2	0.005529679
CDKL2	-0.010716427
CDKL3	0.053976853
CDKL3	0.036309855
CDKL4	0.046022432
CDKL5	0.01652282
CDKL5	0.017929502
CDKL5	-0.005563325
CDKN1A	1.051341635
CDKN1A	0.007080319
CDKN1B	0.374039542
CDKN1B	0.073556021
CDKN1C	0.485515613
CDKN2A	0.035326977
CDKN2A	-0.008071646
CDKN2A	-0.001457526
CDKN2AIP	0.185004656
CDKN2AIPNL	0.564910702
CDKN2AIPNL	-0.001866158
CDKN2B	0.195617516
CDKN2B	-0.084018208
CDKN2B	-0.027115743
CDKN2B-AS1	-0.070866737
CDKN2B-AS1	0.003666773
CDKN2C	-0.221895596
CDKN2C	-0.058789057
CDKN2C	-0.027667741
CDKN2C	-0.093222198
CDKN2C	-0.008768813
CDKN2D	0.703784699
CDKN2D	-0.002869172
CDKN3	-0.739871068
CDNF	0.037100794
CDO1	-0.077367529
CDO1	-0.014132107
CDON	2.99E-06
CDPF1	0.13875279
CDPF1	-0.045968342
CDR1	-0.041368774
CDR1	0.011992404
CDR2	-0.00056911
CDR2L	0.513200022
CDRT1	0.040867081
CDRT1	-0.008032133
CDRT1	0.000196212
CDRT15	0.000484657
CDRT15L2	0.003168781
CDRT15P1	-0.000172302
CDRT15P2	0.007488424
CDS1	0.896393427
CDS2	-0.009163809
CDSN	1.88E-07
CDT1	-0.17460817
CDV3	0.183573335
CDV3	0.028600544
CDV3	0.003882035
CDV3	-0.000192193
CDX1	0.000139642
CDX2	-0.03212008
CDX4	0.050329509
CDY1	0.077400023
CDY1	0.000443614
CDY1	-6.79E-05
CDY1B	0.173181625
CDY1B	0.016120897
CDY1B	0.006309054
CDY1B	0.000251159
CDY2A	0.004346777
CDY2B	-9.48E-06
CDYL	-0.061657888
CDYL	0.062574912
CDYL2	-0.026129525
CDYL2	2.83E-09
CEACAM1	0.011166359
CEACAM1	-0.002472217
CEACAM1	7.98E-05
CEACAM16	-0.017224918
CEACAM19	-0.008484149
CEACAM20	-0.002968669
CEACAM21	-0.001267472
CEACAM22P	-0.002125574
CEACAM3	-0.067924043
CEACAM4	0.001333402
CEACAM5	-4.75E-06
CEACAM6	7.01E-05
CEACAM7	0.015636197
CEACAM8	0.099477469
CEBPA	0.158262753
CEBPB	0.040961523
CEBPD	-0.000632548
CEBPE	0.000843421
CEBPG	0.773649871
CEBPZ	0.003150354
CECR1	0.114674671
CECR1	-0.019039621
CECR5	-0.008370672
CECR5	0.002550211
CECR5-AS1	0.212580449
CECR5-AS1	0.009316776
CECR6	-0.217214243
CEL	0.483743008
CELA1	-0.012894352
CELA2A	0.00153238
CELA2B	-0.002970042
CELA3A	-0.059505466
CELA3A	-0.000720421
CELA3B	-0.212234616
CELF1	0.246797828
CELF1	0.018909685
CELF2	-0.037620094
CELF2	0.010713804
CELF2	2.34E-05
CELF2-AS2	-0.133698604
CELF3	-0.034175424
CELF4	-0.137192084
CELF4	-5.02E-05
CELF4	-8.24E-06
CELF5	0.031797046
CELF6	0.029678986
CELP	-0.002448973
CELSR1	-0.003276075
CELSR2	-0.001686017
CELSR3	-0.000856613
CEMIP	0.015013485
CEMP1	-0.001953468
CEND1	0.013057264
CENPA	-0.919382853
CENPA	-0.028578251
CENPB	5.92E-05
CENPBD1	-0.050520916
CENPC	0.006071272
CENPE	-2.567195037
CENPE	-0.031411234
CENPF	-1.043892394
CENPH	0.077413564
CENPH	-0.006081057
CENPI	-0.03170775
CENPJ	0.172764289
CENPK	-0.657282542
CENPL	-0.009741754
CENPM	-0.275575904
CENPM	-0.071446327
CENPM	-0.0034772
CENPN	-0.26703766
CENPO	0.017716437
CENPO	-0.016190321
CENPP	-0.121883699
CENPQ	-0.017494031
CENPT	0.074396271
CENPT	-0.007052321
CENPU	-0.282831501
CENPV	0.131531788
CENPV	0.000448308
CENPVL1	0.030091991
CENPVL2	-0.017074115
CENPW	-1.89070766
CEP104	0.011853274
CEP104	0.010018497
CEP112	-0.031745496
CEP120	0.087862552
CEP126	-0.094964375
CEP128	-0.007588938
CEP131	0.017988128
CEP131	0.009872168
CEP135	0.000828139
CEP152	-0.070498765
CEP152	-0.018004501
CEP162	-8.27E-05
CEP164	-0.001775412
CEP170	0.06718787
CEP170	0.074024554
CEP170	3.83E-06
CEP170B	0.077646104
CEP170P1	0.031227799
CEP170P1	0.016964731
CEP170P1	0.000692648
CEP19	0.556610207
CEP19	0.136045711
CEP19	-0.05681468
CEP192	0.614956006
CEP250	-0.04138058
CEP290	0.147681373
CEP295	0.033830128
CEP350	0.056081393
CEP41	0.055691817
CEP41	0.00570702
CEP44	0.428662969
CEP55	-1.353811008
CEP57	0.031246723
CEP57L1	0.000452988
CEP63	-0.072498496
CEP63	-0.157154242
CEP63	-0.0017601
CEP63	-0.000313475
CEP68	0.166578792
CEP70	0.344342551
CEP72	-0.001573393
CEP76	0.000296897
CEP78	-0.235005867
CEP78	0.083435403
CEP83	0.040426081
CEP83	0.041910695
CEP85	-0.009547482
CEP85L	0.077899752
CEP85L	0.077266817
CEP85L	-0.002771794
CEP89	-0.362314852
CEP95	0.593256201
CEP97	-0.002749379
CEPT1	0.043460919
CEPT1	-0.031408924
CEPT1	0.007337338
CEPT1	-0.002261434
CER1	0.004161285
CER1	0.000387099
CERCAM	-0.38790217
CERK	-0.277302467
CERK	0.086281368
CERKL	-0.071277844
CERKL	0.064425428
CERKL	-0.004357762
CERKL	-9.00E-05
CERS1	0.006248342
CERS2	-0.012613156
CERS2	-0.012177388
CERS3	0.086612646
CERS4	0.03010716
CERS5	0.016536075
CERS6	0.010969027
CES1	0.083254902
CES1	-0.048677566
CES1	-0.041730992
CES1P1	-0.018522541
CES2	0.250433419
CES2	-0.029552931
CES3	0.030267351
CES3	-0.007018513
CES4A	1.921727868
CES5A	-0.005743819
CES5AP1	0.000881929
CETN1	0.114393442
CETN1	-0.02573903
CETN2	-0.039532454
CETN3	-0.323237232
CETN3	-0.382377014
CETN4P	0.002901657
CETP	0.130169741
CETP	-0.006328779
CFAP100	-0.00762067
CFAP126	0.426464887
CFAP157	0.354926122
CFAP157	-0.000840898
CFAP161	0.054003758
CFAP20	-0.337963177
CFAP206	0.394983215
CFAP206	0.027416063
CFAP36	-0.782558537
CFAP36	-0.137246232
CFAP43	0.335006639
CFAP44	0.069712751
CFAP44	0.043940073
CFAP45	0.185714993
CFAP47	-0.033917268
CFAP52	0.27218056
CFAP52	0.046226448
CFAP52	0.083762581
CFAP53	0.285199125
CFAP57	0.012494663
CFAP58	0.035795891
CFAP58	-0.027616029
CFAP61	-0.001351846
CFAP65	0.025421592
CFAP65	-0.053215582
CFAP65	-0.031602353
CFAP69	0.141753831
CFAP70	0.913004363
CFAP73	0.117038269
CFAP77	0.029029157
CFAP97	-0.004250409
CFAP99	-0.191531853
CFB	-0.12757768
CFC1	-0.025615294
CFC1	0.006926818
CFC1B	-0.147485734
CFC1B	-0.073956549
CFD	0.010414152
CFDP1	0.108923855
CFH	-0.660625394
CFH	-0.350641972
CFH	0.076121044
CFH	-0.016487684
CFHR1	-0.025708563
CFHR2	0.003864345
CFHR3	0.002212651
CFHR3	-9.21E-05
CFHR4	-0.036868646
CFHR5	0.019194757
CFI	-0.29613718
CFL1	-0.088257523
CFL2	-0.614461121
CFL2	0.019490246
CFLAR	2.499092363
CFP	-0.122278119
CFTR	-0.078151572
CGA	-0.250014115
CGB1	0.3210851
CGB1	0.00258644
CGB2	0.001778457
CGB3	-0.029605466
CGB5	-0.052169867
CGB5	0.000520293
CGB7	0.003512116
CGB7	3.41E-05
CGB8	-0.334518529
CGGBP1	0.177431011
CGGBP1	0.048838219
CGGBP1	0.037279553
CGN	0.018209864
CGNL1	0.097706646
CGREF1	0.024608994
CGRRF1	-0.005639737
CH25H	-0.035307641
CHAC1	0.007288223
CHAC2	-1.181536195
CHAD	0.032905926
CHADL	0.003773305
CHAF1A	-0.01822934
CHAF1B	-0.101426283
CHAMP1	-0.005351492
CHAT	0.144840076
CHAT	-0.02548373
CHAT	-0.010964393
CHAT	-0.002145825
CHCHD1	-0.14591059
CHCHD10	-0.342297367
CHCHD2	0.009131994
CHCHD3	-0.596471343
CHCHD4	0.060300494
CHCHD5	-0.170941044
CHCHD6	-1.779143042
CHCHD7	0.105647868
CHCHD7	1.34E-05
CHD1	0.588438832
CHD1L	-0.110270038
CHD2	0.258006459
CHD2	0.023509238
CHD3	-0.114894579
CHD3	5.47E-05
CHD4	-0.222867674
CHD4	-0.002248194
CHD5	0.007978417
CHD6	0.002117202
CHD6	0.002477925
CHD7	0.015687389
CHD8	0.056133949
CHD9	0.096747257
CHDH	-0.099605114
CHDH	-0.004796007
CHEK1	-0.224484736
CHEK2	-0.601872767
CHEK2	-0.550637003
CHEK2	-0.084493117
CHERP	-0.012143235
CHFR	0.003705452
CHGA	-0.037769601
CHGB	0.000364529
CHI3L1	0.064383693
CHI3L1	0.06185563
CHI3L2	-0.820278331
CHI3L2	0.00984809
CHIA	-0.010814182
CHIA	0.001936114
CHIC1	0.074049888
CHIC1	0.000568995
CHIC2	0.084762219
CHID1	2.30E-05
CHIT1	-0.002527624
CHKA	0.137597844
CHKA	-0.029930174
CHKA	-0.015384105
CHKA	-0.002301482
CHKA	0.000461642
CHKB	-0.197183566
CHKB	-0.016045347
CHKB-AS1	-0.3031852
CHL1	-0.057174945
CHL1	0.003431625
CHM	0.053195016
CHM	0.003593098
CHML	0.01015852
CHMP1A	0.022120073
CHMP1B	0.42159747
CHMP2A	-0.216668961
CHMP2A	-0.011884474
CHMP2A	-0.009154452
CHMP2B	0.527053603
CHMP3	-0.137631993
CHMP3	0.070685619
CHMP3	0.021592747
CHMP4A	0.214881767
CHMP4B	0.252705594
CHMP4C	0.101662374
CHMP5	0.045757259
CHMP5	-0.0084449
CHMP5	0.00028973
CHMP6	-0.049579522
CHMP7	0.022750908
CHN1	-0.451502092
CHN1	-0.001326346
CHN2	0.037303222
CHN2	-0.0161887
CHN2	0.001048215
CHODL	0.014629763
CHODL-AS1	-0.0025616
CHORDC1	0.045693668
CHORDC1	-0.003581797
CHP1	-0.001024229
CHP2	0.59820399
CHPF	-0.19212095
CHPF2	-0.032437402
CHPT1	0.257089416
CHPT1	0.125922313
CHRAC1	-0.239725328
CHRD	-0.203456439
CHRDL1	0.017117781
CHRDL1	-0.000807322
CHRDL2	-0.007012541
CHRFAM7A	0.15077793
CHRFAM7A	0.017389444
CHRFAM7A	0.015644912
CHRFAM7A	0.005454214
CHRM1	0.070480084
CHRM2	-0.071188906
CHRM2	-0.003363622
CHRM2	-5.86E-09
CHRM3	-0.046842944
CHRM3	-0.008007337
CHRM3	0.000547219
CHRM4	0.003307474
CHRM5	-0.01603388
CHRNA1	0.066278924
CHRNA1	-0.00632345
CHRNA1	0.000376214
CHRNA10	0.181270303
CHRNA2	0.496397006
CHRNA2	-0.006320791
CHRNA3	0.320429027
CHRNA3	0.030025037
CHRNA4	-0.015140553
CHRNA5	0.409185206
CHRNA5	0.000121514
CHRNA6	0.000708652
CHRNA9	-0.045593325
CHRNA9	-0.004815082
CHRNB1	-0.002399068
CHRNB2	-0.109365187
CHRNB3	-0.001280229
CHRNB4	0.018721332
CHRND	-0.01928802
CHRNE	-0.289826314
CHRNG	0.025801395
CHST1	0.259772515
CHST10	-0.039676478
CHST11	0.013215342
CHST12	0.367272527
CHST13	0.005996275
CHST14	0.00527175
CHST15	-0.018677811
CHST2	0.010553906
CHST3	0.865449037
CHST4	0.85129342
CHST5	0.021241338
CHST5	-8.18E-05
CHST6	0.292008497
CHST7	0.552634452
CHST8	0.016829018
CHST9	0.409203244
CHSY1	0.133032105
CHSY3	-0.016819088
CHTF18	-0.000155149
CHTOP	0.019329412
CHUK	0.035853817
CHURC1	-0.116092884
CIAO1	-0.208916843
CIAO1	0.000980561
CIAPIN1	-0.082124067
CIART	-1.075095973
CIB1	0.132174381
CIB2	0.052377035
CIB3	-0.000110489
CIB4	-0.001869272
CIC	-0.065642404
CIDEA	-0.064802323
CIDEB	-0.003123701
CIDEC	-0.003822443
CIDEC	-2.39E-05
CIDECP	-0.388047944
CIDECP	0.02272368
CIDECP	0.000575257
CIITA	-0.179420642
CILP	0.118581751
CILP	0.062893986
CILP2	4.30E-05
CINP	-1.077938647
CIPC	0.028862092
CIPC	0.009845461
CIR1	0.081369404
CIRBP	0.002450433
CISD1	-0.920625455
CISD1	-0.478910295
CISD2	-0.09354145
CISD3	-0.112757248
CISH	0.023251257
CIT	-0.02171306
CITED1	7.44E-05
CITED2	0.191105388
CITED4	1.221746342
CIZ1	-0.000835642
CKAP2	-0.496134134
CKAP2	-0.103367578
CKAP2L	-0.14118215
CKAP4	-0.155171799
CKAP5	0.085609795
CKAP5	-0.000384116
CKB	0.002361485
CKLF	-0.636371604
CKM	-0.02865218
CKMT1A	-0.233253865
CKMT1B	-0.116329976
CKMT2	0.22662844
CKS1B	-0.524856313
CKS1B	-0.181129459
CKS2	-1.775420354
CKS2	-1.582955938
CLASP1	0.003809388
CLASP2	-0.001399149
CLASRP	0.01739651
CLC	-0.020951386
CLCA1	-0.06916384
CLCA2	-0.099580173
CLCA4	0.018579016
CLCC1	-0.110103538
CLCC1	-0.107254257
CLCC1	-0.080773007
CLCF1	2.62901127
CLCN1	0.063247471
CLCN2	0.027465032
CLCN3	-0.05197672
CLCN3	-0.008767047
CLCN4	0.018056628
CLCN5	0.000953828
CLCN6	0.09256154
CLCN6	0.000117664
CLCN7	-0.00090529
CLCNKA	0.006931381
CLCNKA	0.000626785
CLCNKB	-0.000770558
CLDN1	0.779070615
CLDN10	-0.214429484
CLDN10	-0.179080344
CLDN10	-3.96E-05
CLDN11	-0.243606818
CLDN12	0.325067428
CLDN14	0.056391142
CLDN14	-0.014084265
CLDN14	-0.000447166
CLDN15	-0.06030548
CLDN16	0.056844383
CLDN16	-0.002926295
CLDN17	-0.099535107
CLDN18	0.166727268
CLDN18	0.014122285
CLDN18	0.007371136
CLDN18	-0.004029245
CLDN19	0.000961315
CLDN2	-0.107228915
CLDN20	0.06939568
CLDN22	0.156154986
CLDN23	0.008065413
CLDN24	-0.008616992
CLDN24	-0.005635263
CLDN25	-0.128328186
CLDN3	1.015433618
CLDN4	-0.003474478
CLDN5	-0.432722033
CLDN6	-0.016179277
CLDN7	0.093052817
CLDN8	-0.014943648
CLDN8	1.85E-05
CLDN9	0.032401622
CLDN9	0.003531252
CLDN9	-2.67E-05
CLDND1	0.158923469
CLDND1	0.157708755
CLDND2	-0.033523094
CLEC10A	-0.040343323
CLEC10A	-0.01910152
CLEC10A	0.007111814
CLEC11A	-0.218168962
CLEC12A	0.057650364
CLEC12A	-0.040543059
CLEC12A	-0.000988012
CLEC12B	0.001699341
CLEC14A	-0.164868755
CLEC16A	0.004803075
CLEC17A	-0.021151343
CLEC18A	-0.139951516
CLEC18B	-0.000227311
CLEC18C	-0.17096464
CLEC1A	-0.998995128
CLEC1B	-0.005122582
CLEC2A	-0.001025577
CLEC2B	-0.007932764
CLEC2D	-0.185978869
CLEC2D	-0.067579281
CLEC2D	-0.028940284
CLEC2D	0.006047721
CLEC2D	-0.003036645
CLEC3A	-0.033484489
CLEC3A	0.00033171
CLEC3B	-0.183861804
CLEC4A	-0.638309295
CLEC4A	-0.052471142
CLEC4C	-0.102067936
CLEC4C	-0.006604261
CLEC4D	-0.008040637
CLEC4E	-0.042098597
CLEC4F	-0.019675778
CLEC4G	-0.051931434
CLEC4GP1	0.071960698
CLEC4GP1	-0.022534217
CLEC4GP1	-0.003479608
CLEC4M	-0.048149602
CLEC5A	0.007446122
CLEC6A	0.13489456
CLEC7A	-0.031718393
CLEC7A	-0.026712346
CLEC7A	0.002904282
CLEC9A	-0.015461053
CLEC9A	-0.001697696
CLECL1	-0.521167263
CLGN	-0.046247153
CLGN	0.073465255
CLHC1	-0.006168795
CLHC1	0.007052737
CLIC1	-0.438668302
CLIC2	-0.045332997
CLIC3	0.005169127
CLIC4	-0.467356285
CLIC4	-0.080965923
CLIC4	-0.001074859
CLIC5	0.156691198
CLIC6	0.207623146
CLINT1	-0.041008917
CLIP1	0.106100479
CLIP1	0.13534416
CLIP1	0.003796104
CLIP2	0.290762793
CLIP2	-0.042695866
CLIP2	-0.034710913
CLIP3	0.011630082
CLIP4	0.117988314
CLK1	0.350904603
CLK1	0.088975974
CLK2P1	-0.132481615
CLK2P1	-0.000750039
CLK3	0.534675069
CLK3	-0.039726686
CLK4	0.484347869
CLLU1	-0.002502537
CLLU1OS	0.01053864
CLMN	0.007189552
CLMN	0.00026556
CLMP	0.522639688
CLN3	0.007296954
CLN3	-0.004822677
CLN5	0.661492921
CLN6	-0.008472953
CLN8	-0.14093693
CLN8	-0.035797761
CLNK	0.019301042
CLNK	0.001860464
CLNS1A	-0.010154006
CLOCK	0.106497744
CLOCK	-9.68E-05
CLP1	-0.005620662
CLPB	-0.08893916
CLPP	-0.229174072
CLPS	-0.036441671
CLPSL1	0.001184119
CLPSL2	-0.000448627
CLPTM1	0.009571373
CLPTM1L	-2.87E-08
CLPX	-0.000188917
CLRN1	0.114566175
CLRN1	0.000544526
CLRN1-AS1	0.010329807
CLRN2	-0.065505595
CLRN2	-0.00200906
CLRN2	-0.000377813
CLRN3	-0.040620035
CLSPN	-0.134793602
CLSTN1	-0.287019252
CLSTN1	0.032681718
CLSTN1	-0.000648073
CLSTN2	-0.360881435
CLSTN3	-0.078502348
