Gene	Pi-score
LUC7L2	0.031396746
LUC7L3	-0.413328729
LUC7L3	0.176054286
LUC7L3	-9.46E-05
LUM	-0.631048841
LUM	-0.130870038
LURAP1	-0.01288502
LURAP1L	0.679127568
LUZP1	-0.008871032
LUZP2	0.088554779
LUZP4	0.050046945
LUZP6	-0.001572
LVRN	-0.004975283
LVRN	0.001250559
LXN	-0.034138758
LY6D	-0.015965727
LY6E	-0.179394702
LY6G5B	0.006248615
LY6G5C	0.002442429
LY6G6C	0.00456802
LY6G6D	-3.49E-05
LY6G6E	0.008342751
LY6G6F	0.312302824
LY6H	0.311563442
LY6H	-0.037889726
LY6H	-0.04506558
LY6H	-0.006667735
LY6K	0.007504965
LY75	0.034093803
LY86	-0.329318024
LY9	0.146596108
LY9	-0.05148633
LY9	9.09E-05
LY96	-0.126147048
LYAR	-0.303930766
LYAR	-0.01780923
LYG1	0.104225747
LYG2	-0.011014244
LYL1	-0.052297448
LYN	1.10E-05
LYNX1	0.022201572
LYNX1	-0.006493852
LYNX1	-0.000448398
LYPD1	0.140707642
LYPD1	-0.009403743
LYPD2	-0.006450233
LYPD3	0.013310008
LYPD4	0.000296735
LYPD5	-0.46012273
LYPD5	-0.243388323
LYPD5	0.043897087
LYPD5	-0.009229603
LYPD6	-0.14956906
LYPD6B	0.009743109
LYPD6B	-1.48E-05
LYPD8	-0.001589649
LYPLA1	0.012104763
LYPLA1	-0.01007854
LYPLA2	0.003611134
LYPLAL1	-0.302684611
LYPLAL1	-0.133097503
LYRM1	0.243258778
LYRM2	-0.083640641
LYRM4	-0.034371327
LYRM5	-0.008497704
LYRM7	0.209427856
LYRM7	-0.010486432
LYRM9	-0.133303836
LYSMD1	0.016412801
LYSMD2	-0.069821285
LYSMD3	-0.097150549
LYSMD3	6.83E-06
LYSMD4	0.559532922
LYSMD4	0.186569224
LYST	0.007145057
LYST	-0.000224491
LYVE1	-0.620590781
LYVE1	-0.104486974
LYZ	-0.85732406
LYZ	-0.62160644
LYZL1	-0.233778589
LYZL1	-0.002953517
LYZL2	0.002953752
LYZL4	0.079390484
LYZL6	0.111335595
LZIC	0.271438669
LZTFL1	0.076317218
LZTR1	0.116424244
LZTS1	-0.030526489
LZTS2	0.000800687
M1AP	0.061563676
M6PR	-0.072652861
MAATS1	0.035451189
MAB21L1	0.006360108
MAB21L2	-0.00150775
MAB21L3	0.005324807
MACC1	0.022302987
MACC1	-0.004699944
MACC1	-1.32E-05
MACF1	0.515220017
MACF1	7.99E-06
MACROD1	-0.005928254
MACROD2	-0.024178153
MACROD2	-0.004688608
MACROD2	0.005005655
MAD1L1	-0.503675918
MAD1L1	0.040370304
MAD2L1	-1.006927182
MAD2L1	-0.750330453
MAD2L1BP	0.085712192
MAD2L1BP	0.079984053
MAD2L1BP	0.003150201
MAD2L2	-0.097008673
MADCAM1	0.01238993
MADCAM1	-0.003430115
MADD	0.065873754
MADD	0.007928353
MADD	-0.003558257
MAEA	-0.037541068
MAEA	0.001127371
MAEL	-0.04814526
MAEL	-0.063154577
MAF	-0.90083854
MAF	-0.058378146
MAF1	-0.006609845
MAFA	0.115214397
MAFA-AS1	0.012335539
MAFB	0.018735143
MAFF	0.790565734
MAFF	0.144145824
MAFF	0.091891992
MAFG	-0.088689445
MAFG	-0.018379091
MAFG	-0.012982358
MAFG-AS1	-0.11307626
MAFK	0.043239973
MAG	0.102620711
MAG	0.000741912
MAGEA1	-0.079534827
MAGEA1	-0.048697056
MAGEA10	-0.012650227
MAGEA10	0.001908022
MAGEA11	0.065572013
MAGEA11	-0.110577955
MAGEA11	-0.032837199
MAGEA11	1.30E-06
MAGEA12	0.072148423
MAGEA12	0.024434681
MAGEA2	0.002839034
MAGEA2	-0.00427106
MAGEA2	0.000153094
MAGEA2B	-1.73E-05
MAGEA3	0.063259113
MAGEA3	-0.00622359
MAGEA4	0.054584833
MAGEA4	0.034556444
MAGEA5	0.002162148
MAGEA6	-0.05787976
MAGEA6	0.029840981
MAGEA6	4.46E-05
MAGEA8	0.006380506
MAGEA8	-0.00487804
MAGEA9	0.000764663
MAGEA9B	-0.136746422
MAGEA9B	-0.000809749
MAGEB1	0.037673437
MAGEB1	0.038983079
MAGEB1	0.009402376
MAGEB10	-0.002335606
MAGEB16	-0.182025644
MAGEB18	-0.02354157
MAGEB2	0.000131712
MAGEB2	2.44E-05
MAGEB3	-0.109884574
MAGEB4	-8.45E-05
MAGEB6	-0.018427298
MAGEB6	0.012112551
MAGEC1	0.001103274
MAGEC1	-0.000213615
MAGEC2	-0.020763282
MAGEC2	-0.000518861
MAGEC3	-0.007941485
MAGEC3	-0.008103264
MAGEC3	-8.92E-05
MAGEC3	-1.22E-06
MAGED1	-0.388851638
MAGED1	-0.310164943
MAGED1	-0.00169572
MAGED1	9.17E-06
MAGED2	-0.222077275
MAGED2	-0.099880793
MAGED2	0.012056513
MAGED2	-0.004287789
MAGED4	0.004274913
MAGED4B	-0.111867933
MAGED4B	0.011719692
MAGEE1	0.019486636
MAGEE1	-4.05E-05
MAGEE2	-0.008198047
MAGEF1	-0.000158226
MAGEH1	-0.051779471
MAGEH1	-0.035085465
MAGEL2	-0.014890425
MAGI1	-0.015102236
MAGI1	-0.013913346
MAGI1	-0.008210896
MAGI2	-0.18859794
MAGI2-AS1	0.030620753
MAGIX	0.070008919
MAGIX	0.114038579
MAGOH	-0.230413579
MAGOHB	0.030407978
MAGT1	0.498701676
MAJIN	0.008508998
MAJIN	-0.000374065
MAK	0.038508616
MAK	0.000290552
MAK16	-0.008442641
MAL	-1.680688729
MAL	-1.144271088
MAL2	0.407991115
MALAT1	1.61E-05
MALL	-0.007566817
MALRD1	-0.000471972
MALSU1	-0.00404496
MALT1	0.096239714
MALT1	-0.000267812
MAMDC2	-0.649857948
MAMDC4	-0.004220228
MAML1	0.031375185
MAML1	0.00125141
MAML1	0.000916526
MAML2	-0.082118186
MAML3	-0.00278621
MAMLD1	0.05084458
MAMSTR	-0.195370998
MAN1A1	0.046611298
MAN1A2	-0.748414716
MAN1A2	0.008317599
MAN1B1	-0.074610465
MAN1C1	-0.40671481
MAN1C1	-0.121488528
MAN2A1	-0.702244399
MAN2A1	-0.069212145
MAN2A2	0.080679989
MAN2B1	-0.056953331
MAN2B2	0.023764325
MAN2C1	-0.036898074
MANBA	0.112348357
MANBAL	-0.026632548
MANBAL	0.002714471
MANBAL	0.001566627
MANEA	0.080497743
MANEA	0.029710616
MANEA	0.006513268
MANEA	0.003597597
MANEA	0.001532849
MANEAL	-0.240252586
MANEAL	-0.003682385
MANF	-0.429748867
MANSC1	0.167819
MANSC1	0.106098837
MANSC4	-0.414436363
MAOA	0.326222383
MAOB	-0.468279452
MAP10	-0.069493325
MAP1A	-0.279670853
MAP1B	-0.082559219
MAP1LC3A	0.633371339
MAP1LC3A	0.00073948
MAP1LC3A	-4.64E-05
MAP1LC3B	0.325384557
MAP1LC3B2	-0.122571306
MAP1LC3B2	-0.010812333
MAP1LC3C	0.120276084
MAP1S	0.014283608
MAP2	0.347629856
MAP2	0.025553182
MAP2	-0.032264525
MAP2	-0.022954966
MAP2K1	-0.105539303
MAP2K2	-0.000284614
MAP2K3	0.556904863
MAP2K3	-0.058870075
MAP2K3	-0.162643292
MAP2K3	0.041485068
MAP2K3	-0.015824839
MAP2K3	0.014881058
MAP2K4	0.255194317
MAP2K4	0.422763178
MAP2K5	0.087920483
MAP2K5	0.028394037
MAP2K6	-0.418646481
MAP2K7	-0.007027386
MAP3K1	0.058129706
MAP3K10	-0.000553421
MAP3K11	0.197995784
MAP3K12	0.015871116
MAP3K13	0.028176864
MAP3K14	0.163863739
MAP3K14-AS1	0.000250075
MAP3K15	0.057242427
MAP3K19	-0.011446098
MAP3K19	0.013806273
MAP3K19	0.001451134
MAP3K2	0.000151394
MAP3K3	-0.004272725
MAP3K3	0.00025674
MAP3K4	-0.227107356
MAP3K4	0.22432278
MAP3K5	0.040159052
MAP3K6	-0.23171561
MAP3K7	-0.000869436
MAP3K7	-0.000447224
MAP3K7CL	-0.007958122
MAP3K8	0.101124267
MAP3K9	0.000109801
MAP4	-0.004500183
MAP4	0.000953969
MAP4K1	-0.172867874
MAP4K1	0.000906782
MAP4K2	-0.001361018
MAP4K3	-0.003229274
MAP4K4	-0.003569791
MAP4K4	0.000577085
MAP4K4	-0.000508435
MAP4K5	0.12113615
MAP4K5	-0.020836364
MAP6	-0.094715849
MAP6	0.070558442
MAP6	0.029866452
MAP6D1	0.233367904
MAP7	0.003090198
MAP7	-0.00018631
MAP7D1	0.223478263
MAP7D1	0.180519015
MAP7D2	0.001311009
MAP7D3	-0.545267545
MAP9	-0.003652611
MAPK1	0.376326542
MAPK1	-0.079248342
MAPK1	0.001109494
MAPK10	-0.059239286
MAPK10	-0.038570407
MAPK10	-0.008604674
MAPK10	0.00118945
MAPK11	-0.023133364
MAPK11	-0.009012269
MAPK12	-0.072261671
MAPK13	0.751106819
MAPK14	1.245230789
MAPK14	0.944681158
MAPK14	0.339173069
MAPK14	-0.015345341
MAPK15	-0.043480113
MAPK1IP1L	0.274122331
MAPK1IP1L	0.325661622
MAPK3	-0.052664076
MAPK3	-0.018579134
MAPK4	0.575511042
MAPK4	-0.023820766
MAPK6	0.206220168
MAPK7	0.160971087
MAPK7	-0.128986067
MAPK7	-0.005452155
MAPK8	0.1642941
MAPK8	0.000909808
MAPK8IP1	-0.003057047
MAPK8IP2	0.018462873
MAPK8IP2	0.001841704
MAPK8IP3	0.53565807
MAPK8IP3	0.009328511
MAPK9	-0.049748752
MAPK9	0.020836316
MAPKAP1	-0.081811997
MAPKAP1	-0.050670116
MAPKAP1	-0.037818971
MAPKAPK2	0.018484191
MAPKAPK2	0.000171709
MAPKAPK3	-0.004605672
MAPKAPK5	0.012937915
MAPKAPK5	-0.002656354
MAPKBP1	-0.024930537
MAPRE1	0.000366946
MAPRE2	-0.146392762
MAPRE3	0.002259934
MAPT	0.018172437
MAPT	-0.001648623
MAPT	0.000451231
MAPT	-0.000724337
MAPT-AS1	-0.096191757
MAPT-IT1	0.044771121
1-Mar	0.070285661
2-Mar	0.167679347
MARCKS	-0.117314884
MARCKSL1	-0.661538523
MARCO	0.156886883
MARK1	0.018298792
MARK2	-0.240954392
MARK2	0.024440541
MARK2	-4.67E-05
MARK3	-0.000963577
MARK4	-0.10163448
MARS	-0.546764771
MARS2	-0.004207302
MARS2	-1.53E-05
MARVELD1	0.005519671
MARVELD2	-0.021287059
MARVELD2	1.97E-05
MARVELD3	1.174708459
MARVELD3	0.255339957
MARVELD3	0.073323272
MAS1	0.026178441
MAS1L	0.001146111
MASP1	-0.746556204
MASP1	-0.143665636
MASP1	-0.048615914
MASP1	-0.016857264
MASP1	0.002158231
MASP2	-0.012452919
MASP2	0.00916575
MASP2	0.010103756
MAST1	-0.057438114
MAST2	0.014434581
MAST3	0.003580587
MAST4	0.0452507
MASTL	0.396821103
MASTL	0.01482821
MAT1A	0.000622967
MAT2A	0.037988414
MAT2B	0.161062827
MAT2B	-0.219080507
MAT2B	0.002123907
MATK	0.00850591
MATK	0.03406245
MATK	-0.003969427
MATN1	0.075602202
MATN1-AS1	-0.017245973
MATN2	0.052369906
MATN2	0.046974803
MATN3	-0.042628922
MATN4	0.000759688
MATN4	-0.000558866
MATN4	3.68E-08
MATR3	-0.015141844
MATR3	0.000582679
MATR3	3.10E-05
MATR3	1.52E-06
MAU2	0.123383217
MAVS	0.066659473
MAVS	0.006709263
MAX	0.030093822
MAX	0.022930392
MAX	-0.010829936
MAX	0.000967045
MAZ	-0.309844585
MAZ	-0.045742978
MAZ	-0.02982037
MB	0.014985195
MB	0.013557985
MB	-0.001698766
MB	0.001440648
MB21D1	-0.082952707
MB21D2	-0.03994348
MBD1	0.012011097
MBD1	0.003817977
MBD2	-0.308226662
MBD2	-0.289832568
MBD2	0.010315018
MBD2	-0.004213332
MBD3L1	-0.029804597
MBD3L2	0.009160267
MBD3L3	-0.031939982
MBD3L4	-0.022738092
MBD3L5	-0.121363603
MBD3L5	-0.093694808
MBD3L5	-0.022052805
MBD4	0.634702628
MBD5	-0.238761181
MBD5	-0.000503148
MBD6	0.095384758
MBIP	0.685163074
MBIP	0.194271474
MBL1P	0.038982779
MBL2	0.004451454
MBLAC1	-0.058176542
MBLAC2	0.002239119
MBLAC2	0.000770301
MBNL1	-0.02201017
MBNL1	-0.009836094
MBNL1	0.001702084
MBNL1-AS1///MBNL1	0.115412184
MBNL2	-0.089089681
MBNL2	0.055373652
MBNL2	0.047822706
MBNL3	-0.014582222
MBNL3	0.030335411
MBNL3	0.033009832
MBNL3	-7.20E-05
MBOAT1	0.093681298
MBOAT1	0.140992764
MBOAT1	-0.01391918
MBOAT2	0.004482456
MBOAT4	-0.425074035
MBOAT7	-0.046514379
MBP	1.051628987
MBP	0.431341683
MBP	0.189144771
MBTD1	0.11238504
MBTD1	-0.023099375
MBTPS1	0.168905544
MBTPS1	0.064665139
MBTPS2	-0.093960753
MBTPS2	0.017513664
MC1R	-0.00632386
MC2R	-0.000190091
MC3R	-0.001327713
MC4R	-0.013415544
MC5R	0.042433704
MCAM	0.054368608
MCAT	-0.486407417
MCAT	-0.166477868
MCC	0.004415769
MCCC1	-0.167135062
MCCC2	0.105587168
MCCD1	0.031360703
MCEE	-6.32E-05
MCEMP1	-0.010573508
MCF2	-7.76E-06
MCF2L	-0.049396582
MCF2L	-0.009382606
MCF2L2	-0.016695287
MCF2L2	0.001569046
MCFD2	-0.587192039
MCFD2	-0.081243356
MCHR1	-0.000188163
MCHR2	-0.007639964
MCHR2	0.016594503
MCL1	0.182765191
MCL1	0.051987517
MCM10	-0.125096894
MCM10	-2.29E-05
MCM2	-0.28033044
MCM3	-0.183792907
MCM3	-0.028467443
MCM3AP	0.200093242
MCM3AP-AS1	0.016626192
MCM4	-0.012151632
MCM4	0.000130082
MCM5	0.048997378
MCM6	-0.082925067
MCM7	-0.113971791
MCM7	-0.149736052
MCM7	8.53E-05
MCM8	0.677034496
MCM8	0.049372001
MCM8	5.22E-05
MCM9	-0.094133122
MCM9	-0.011519089
MCMBP	0.001545332
MCMDC2	0.829108551
MCMDC2	0.026738735
MCOLN1	0.016303243
MCOLN2	0.042147718
MCOLN3	0.177831135
MCOLN3	0.197733735
MCPH1	0.013471439
MCRIP1	-0.012590224
MCRIP2	-0.044259392
MCRS1	-0.177694606
MCRS1	0.061177976
MCTP1	-0.120558812
MCTP1	-0.041765766
MCTP1	-0.002461907
MCTP2	-0.027066049
MCTS1	-0.105725403
MCU	-0.018702091
MCUB	0.239533188
MCUR1	-0.125944582
MDC1	0.039210374
MDFI	-0.041883209
MDFIC	-0.103596779
MDGA1	-0.001004288
MDGA2	-0.012772978
MDH1	-0.273013045
MDH1B	-0.000151693
MDH2	-0.000145202
MDK	-0.300997334
MDK	-0.202116389
MDK	-0.056623093
MDK	0.02850723
MDK	0.004589587
MDM1	-0.308831018
MDM1	-0.146990019
MDM1	0.135604529
MDM2	0.052615671
MDM2	-0.019372683
MDM4	0.042627956
MDN1	-0.344372702
MDP1	8.53E-05
ME1	-0.645127724
ME2	-0.294766995
ME2	-0.136372361
ME3	-0.377715151
ME3	-0.130924615
ME3	-0.000718269
MEA1	-0.00120292
MEAF6	0.073455198
MEAF6	0.004904098
MECOM	0.211849359
MECOM	0.064739193
MECOM	0.006015421
MECP2	0.027199527
MECR	-0.015081459
MECR	0.003683853
MED1	0.406991862
MED1	-0.006530665
MED10	-0.004771787
MED11	-0.030781292
MED12	-0.022379264
MED12L	5.94E-05
MED13	0.115021304
MED13	-0.022036298
MED13L	8.72E-05
MED14	0.08447302
MED14	0.076820906
MED14	-0.061810252
MED14	-0.02281474
MED14	0.019701952
MED14	-0.004016297
MED15	-0.324019566
MED15	-0.013794462
MED16	-0.206193533
MED16	0.002648662
MED16	0.003344465
MED17	0.175955339
MED17	0.002913347
MED18	0.147757506
MED19	-0.000154351
MED20	-0.003676658
MED21	0.06308543
MED22	0.138773834
MED22	0.062056384
MED23	0.084415439
MED23	0.105351316
MED23	0.050841337
MED24	-0.484967689
MED24	-0.007412623
MED25	0.036215618
MED26	0.030083622
MED27	-0.33575251
MED27	-0.173664155
MED27	-0.018276837
MED28	-0.048892781
MED29	0.036936505
MED30	-0.007221959
MED31	-0.103917642
MED31	0.000287829
MED4	0.11289344
MED6	0.044651441
MED7	-0.058684185
MED7	-0.03212901
MED7	-0.017716708
MED7	0.003913636
MED8	-0.448591646
MED8	-0.006526788
MED8	0.004956926
MED9	0.21112418
MEDAG	-0.172930026
MEF2A	0.002215871
MEF2A	-0.001332534
MEF2A	0.002083867
MEF2C	-0.100058286
MEF2D	0.108667169
MEFV	0.002503828
MEFV	0.00117108
MEG3	-0.594619916
MEG3	-0.003023161
MEG8	-0.052693588
MEG9	-0.067975161
MEGF10	0.435128843
MEGF10	0.024038548
MEGF11	0.193289962
MEGF6	0.39570373
MEGF8	-0.043293023
MEGF8	-0.008169751
MEGF9	-0.006666505
MEGF9	-0.007415411
MEI1	0.123521047
MEI1	0.051625141
MEI1	-0.139463169
MEI1	0.184658942
MEI1	-0.001027613
MEIG1	0.23656913
MEIG1	0.320032634
MEIG1	0.017780756
MEIOB	-0.174517639
MEIS1	-0.01108131
MEIS2	0.01018493
MEIS2	0.019837756
MEIS2	0.011030092
MEIS2	-0.036697836
MEIS3	-0.144617874
MEIS3	-0.113945602
MEIS3P1	-0.127426461
MELK	-0.090180424
MELK	-3.30E-06
MELTF	0.027153631
MELTF	0.030499312
MELTF	0.001215921
MEMO1	-0.105864501
MEN1	-0.053429792
MEN1	-0.016852364
MEN1	0.002607283
MEN1	-0.001235824
MEOX1	-1.004862707
MEOX1	-0.394067317
MEOX1	-0.005659052
MEOX2	0.00363815
MEP1A	0.001985462
MEP1B	0.092215626
MEPCE	-0.001285705
MEPE	-0.086477717
MERTK	0.094963568
MERTK	-0.081204658
MESDC1	-0.066614495
MESDC2	0.009289008
MESP1	-0.141996925
MESP2	0.052013773
MEST	-0.00721298
MEST	-0.008196953
MEST	0.000704513
MESTIT1	-0.017055066
MET	0.06727204
METAP1	-0.00560962
METAP1D	-0.054465193
METAP2	0.100119701
METRN	-0.639627693
METRNL	0.020651042
METRNL	0.005794816
METTL1	0.022377494
METTL1	-0.021133638
METTL1	-0.000196229
METTL10	0.124876281
METTL10	0.000221341
METTL11B	-0.038272929
METTL12	-0.080312359
METTL13	-0.028744869
METTL13	3.19E-05
METTL14	-0.026499956
METTL15	0.00792185
METTL16	0.121059474
METTL17	-0.041253784
METTL17	-0.02353012
METTL17	0.04220741
METTL18	-0.144401802
METTL18	0.009474329
METTL21A	0.335090255
METTL21A	0.030743775
METTL21A	-0.016627611
METTL21A	0.000148231
METTL21B	0.107888641
METTL21B	0.000585012
METTL21C	0.008169771
METTL22	-0.433314411
METTL23	0.004153894
METTL23	-0.004114947
METTL23	-1.33E-06
METTL25	0.008369754
METTL26	-0.19345617
METTL26	-0.003097523
METTL2A	0.30783223
METTL2B	0.001714258
METTL3	-2.39E-05
METTL4	0.260169383
METTL5	-0.277232976
METTL6	-0.158262705
METTL7A	0.594845285
METTL7B	-0.001105227
METTL8	0.004525732
METTL9	0.007573223
METTL9	-0.000323755
MEX3A	0.003111836
MEX3B	-0.002339462
MEX3C	0.1219527
MEX3D	0.004018381
MEX3D	0.000211548
MFAP1	-0.007051616
MFAP2	0.043516269
MFAP2	0.003823303
MFAP2	0.002110647
MFAP3	-0.059468751
MFAP3L	0.025301043
MFAP3L	-0.016087178
MFAP3L	8.97E-05
MFAP4	-0.363656451
MFAP5	2.719876789
MFF	-0.070848619
MFF	0.002843853
MFGE8	0.000145305
MFHAS1	0.130674023
MFN1	0.018852625
MFN1	0.042261678
MFN2	-0.017985519
MFNG	-0.562569413
MFRP	0.026931496
MFSD1	-0.000805403
MFSD10	0.649066638
MFSD11	0.038247132
MFSD12	-0.067105409
MFSD13A	-0.273154185
MFSD14A	0.089570483
MFSD14A	0.003080031
MFSD14B	0.055538495
MFSD14B	0.014310885
MFSD14B	0.006427902
MFSD14B	0.00786679
MFSD14C	0.462846739
MFSD2A	-1.197924792
MFSD2B	0.030243135
MFSD3	0.079722176
MFSD4A	0.859222677
MFSD4A	0.73243764
MFSD4A	0.406024941
MFSD4B	-0.008095894
MFSD5	-0.006948515
MFSD6	0.530521444
MFSD6	0.449570295
MFSD6L	-0.536265989
MFSD6L	-0.033437804
MFSD7	0.114049938
MFSD8	-0.004019487
MFSD8	-0.003279906
MFSD9	0.239924133
MGA	-0.170465791
MGA	0.047541055
MGAM	0.017575886
MGAM	0.006639208
MGARP	0.00788741
MGARP	0.009566151
MGARP	0.000484446
MGAT1	-0.005623502
MGAT2	0.058189775
MGAT2	0.0129538
MGAT3	-0.002136044
MGAT3	-6.82E-05
MGAT4A	-0.135136678
MGAT4B	0.037566962
MGAT4B	0.006034167
MGAT4B	-0.001033286
MGAT4C	-0.070269117
MGAT4C	-0.019290513
MGAT5	-0.382388084
MGAT5	0.146058055
MGAT5	-0.032923186
MGAT5B	0.343828882
MGAT5B	0.113260183
MGC57346	-0.285040102
MGC57346	0.01246511
MGC70870	-0.048571025
MGC70870	0.017534565
MGC72080	0.057951823
MGEA5	0.454938182
MGLL	0.200472916
MGLL	0.051560324
MGLL	0.019976603
MGME1	-0.002113449
MGMT	-0.072961977
MGP	-0.930678095
MGP	-0.810612404
MGRN1	0.138876153
MGST1	0.509588541
MGST1	0.287770375
MGST1	0.1924738
MGST1	-0.013126006
MGST2	1.056936477
MGST3	-0.116523674
MIA	0.228547283
MIA2	0.012581717
MIA2	-0.000109846
MIA3	0.02856217
MIAT	0.029521603
MIB1	0.216871424
MIB2	0.148617452
MIB2	0.012500233
MICA	-0.156742633
MICAL1	-0.653895901
MICAL2	0.399192659
MICAL3	0.030241342
MICALCL	-0.000299425
MICALL1	-0.692035227
MICALL2	0.203892493
MICALL2	0.009694935
MICB	0.012781934
MICU1	-0.042028276
MICU2	0.00576435
MICU3	0.168925525
MICU3	0.000223181
MID1	-0.06963111
MID1	0.031515179
MID1	2.11E-07
MID1IP1	0.044933321
MID1IP1	-0.026864306
MID2	1.144163185
MID2	0.032111007
MID2	0.02657032
MID2	-0.009856803
MIDN	1.297288852
MIEF1	0.000487461
MIEF2	-0.005513005
MIEF2	-8.64E-05
MIEN1	-0.000571554
MIER1	0.055202125
MIER1	-0.001675881
MIER2	-0.003950504
MIER3	-0.003774496
MIF	-0.060406416
MIF4GD	-0.018697717
MIGA1	0.594108172
MIGA1	-0.022060459
MIGA2	0.298916717
MIIP	-0.091770816
MILR1	-0.002786757
MIMT1	-0.019163961
MIMT1	0.003300269
MINA	0.017073999
MINA	-0.023192137
MINA	0.02165592
MINA	-2.29E-05
MINCR	0.100815405
MINK1	-0.133985073
MINK1	-0.088990326
MINOS1	-0.20988976
MINOS1	0.067306066
MINPP1	-0.018551965
MIOS	0.024914052
MIOX	-0.013828923
MIP	-0.014302634
MIPEP	-0.070282483
MIPOL1	-0.000575516
MIPOL1	-0.00016917
MIR100	0.018777506
MIR100HG	-0.209134386
MIR101-1	-0.010565689
MIR101-2	0.008986764
MIR106A	0.045908415
MIR106B	-0.095266818
MIR107	6.86E-05
MIR10A	-0.009468924
MIR10B	0.062700573
MIR1-1	0.07981896
MIR1178	0.069508344
MIR1179	-0.006636974
MIR1180	-0.026501931
MIR1183	-0.002501093
MIR1185-1	-0.0019576
MIR1197	0.034189317
MIR1-1HG	-0.063451051
MIR1-2	-0.002701448
MIR1200	0.032733016
MIR1202	-0.085535766
MIR1203	-0.008872556
MIR1204	0.080928055
MIR1205	-0.017061458
MIR1206	6.20E-05
MIR1207	-0.001072244
MIR1208	-0.324252331
MIR122	0.000130104
MIR1224	0.048298171
MIR1225	0.089854304
MIR1226	0.035488154
MIR1227	0.037716649
MIR1228	-1.169169996
MIR1229	0.171045138
MIR1231	0.02646745
MIR1234	-0.038928859
MIR1236	-0.000820354
MIR1237	-0.00013286
MIR1238	-0.010765722
MIR124-2	-0.076644583
MIR124-2HG	0.089031434
MIR124-2HG	0.018882752
MIR124-2HG	-0.000186531
MIR1243	7.78E-05
MIR1245A	-0.08339836
MIR1246	0.055607805
MIR1247	0.001320872
MIR1249	0.018378915
MIR1250	-0.221765363
MIR1251	0.030344662
MIR1252	-0.026649592
MIR1253	-0.166120469
MIR1255A	-0.001780199
MIR1255B1	-0.002568206
MIR1255B2	0.00915527
MIR1256	-0.005411514
MIR1257	0.059655434
MIR1258	0.009510451
MIR125A	-0.013422376
MIR125B1	0.061449663
MIR125B2	-0.084543586
MIR126	-0.322633305
MIR1261	-0.004548797
MIR1262	-0.065785052
MIR1263	-0.047045587
MIR1264	-0.117826727
MIR1265	0.008968089
MIR1266	0.018503783
MIR1267	0.026302282
MIR1269A	-0.021136519
MIR1271	-0.081946321
MIR1272	-0.027970085
MIR1275	-0.130604747
MIR1276	0.107311518
MIR1277	0.07833845
MIR1278	-0.003828658
MIR1281	-0.0806256
MIR128-1	0.045814391
MIR128-2	-0.008106658
MIR1284	-0.004696836
MIR1286	0.038821485
MIR1288	0.012146976
MIR1289-1	0.034806128
MIR1289-2	-0.004695961
MIR1290	-0.014097803
MIR129-1	-0.008359446
MIR1292	0.002277766
MIR129-2	-0.387366763
MIR1293	-0.191916129
MIR1294	0.006831632
MIR1295A	0.018201803
MIR1296	-0.006522512
MIR1297	-0.026879827
MIR1298	-0.01678055
MIR1299	0.026729425
MIR1301	0.0036936
MIR1302-1	-0.001552488
MIR1302-3	0.001645947
MIR1302-4	0.04049969
MIR1302-5	-0.02613856
MIR1302-6	-0.026526909
MIR1302-7	-0.015877359
MIR1302-8	0.125406767
MIR1305	-0.00177408
MIR130A	-0.002534531
MIR130B	-0.000179436
MIR132	-4.06E-05
MIR1321	0.010237261
MIR1322	0.049010738
MIR1323	0.003045771
MIR1324	0.226110443
MIR133B	0.018945359
MIR134	0.000788765
MIR135A2	-0.02642194
MIR135B	0.029893564
MIR137	-0.029147713
MIR138-1	0.139735725
MIR138-2	0.023364129
MIR139	0.003985159
MIR140	0.002338292
MIR141	-0.08088398
MIR142	-0.006435075
MIR144	-0.010190813
MIR1468	7.33E-05
MIR146A	-0.001103945
MIR146B	-0.086257254
MIR1470	0.013459357
MIR1471	-0.079994259
MIR147A	0.003369161
MIR148A	-0.005292838
MIR148B	0.001380209
MIR149	0.044481257
MIR152	-0.025164772
MIR153-1	-0.025967376
MIR153-2	0.019311928
MIR1537	0.012065604
MIR154	-0.000963949
MIR155HG	-0.088739352
MIR15A	0.003887868
MIR15B	-0.06526192
MIR16-1	0.149156316
MIR16-2	-0.001586065
MIR17HG	-0.002805263
MIR181A1	-0.012117203
MIR181A2	0.003438351
MIR181A2HG	0.006233228
MIR181B1	0.015102102
MIR181B2	4.29E-06
MIR181C	-0.059745749
MIR181D	0.001898787
MIR182	0.137217611
MIR1827	-4.51E-06
MIR183	0.055831724
MIR184	-0.017119855
MIR185	-0.42539032
MIR186	0.000865053
MIR187	0.119475994
MIR188	-0.111062708
MIR18B	0.008973395
MIR1908	0.041737347
MIR1909	0.083348788
MIR190A	0.000445654
MIR190B	-0.040188381
MIR191	-0.146984163
MIR1910	0.061746697
MIR1911	-0.039463859
MIR1912	-0.004192475
MIR1913	-0.037265037
MIR1914	-0.330518618
MIR1915	0.002724572
MIR192	0.120979752
MIR193A	-0.178268296
MIR193B	-2.37E-05
MIR194-1	0.000719906
MIR194-2	-0.003901453
MIR195	0.003889264
MIR196A1	-0.005721625
MIR196A2	0.019686781
MIR196B	0.031745452
MIR197	0.030610719
MIR1976	0.006330049
MIR199A1	-0.011727901
MIR199A2	-0.05122655
MIR199B	-0.203028544
MIR19B2	-0.104817835
MIR200A	0.073739128
